u50,v50,u100,v100,r50,d50,r100,d100,r_log,r_lin
0.62,0.35,0.58,0.38,0.72,240.85,0.69,237.11,0.68,0.67
1.88,0.79,1.94,0.86,2.04,247.36,2.12,246.13,2.15,2.18
2.1,0.82,2.17,0.88,2.25,248.61,2.34,248.04,2.38,2.4
1.66,0.5,1.73,0.59,1.73,253.25,1.83,251.19,1.87,1.9
1.82,0.47,1.87,0.59,1.88,255.43,1.97,252.53,2.0,2.03
2.1,-0.03,2.17,0.04,2.1,270.72,2.17,268.81,2.2,2.22
2.73,-1.06,2.86,-1.06,2.93,291.25,3.05,290.4,3.1,3.13
1.68,-2.14,1.86,-2.29,2.72,321.92,2.95,321.01,3.06,3.12
-4.41,-0.89,-4.71,-1.09,4.5,78.55,4.84,76.98,4.99,5.09
-6.66,-0.89,-7.91,-1.09,6.72,82.35,7.98,82.15,8.56,8.92
-6.57,-1.43,-8.02,-1.79,6.72,77.72,8.22,77.44,8.9,9.33
-6.58,-1.02,-8.13,-1.39,6.66,81.19,8.25,80.27,8.98,9.43
-6.1,-0.86,-7.63,-1.16,6.16,82.0,7.72,81.34,8.43,8.87
-5.44,-0.92,-6.9,-1.13,5.52,80.4,6.99,80.66,7.66,8.08
-4.97,-1.46,-6.49,-1.74,5.18,73.67,6.72,74.97,7.42,7.86
-4.62,-0.55,-6.11,-0.8,4.65,83.27,6.17,82.5,6.86,7.29
-4.21,-0.6,-5.36,-0.67,4.25,81.91,5.4,82.88,5.93,6.26
-4.31,-0.03,-3.91,-0.0,4.31,89.65,3.91,90.0,3.73,3.62
-2.82,-0.24,-1.2,-0.28,2.83,85.12,1.23,76.94,0.5,0.04
-1.45,-0.47,0.13,-0.63,1.52,71.9,0.65,348.27,0.25,0.0
-0.24,-0.78,0.86,-1.21,0.81,16.93,1.48,324.48,1.79,1.98
0.32,-0.83,0.78,-1.39,0.89,338.84,1.59,330.66,1.91,2.11
1.98,-2.21,2.11,-2.4,2.97,318.06,3.2,318.74,3.3,3.37
2.83,-2.3,2.98,-2.42,3.65,309.03,3.84,309.06,3.93,3.99
3.05,-1.88,3.17,-1.98,3.58,301.75,3.74,302.02,3.81,3.86
2.98,-1.29,3.15,-1.31,3.25,293.32,3.41,292.6,3.49,3.54
3.07,-0.94,3.21,-0.94,3.21,286.97,3.35,286.26,3.41,3.45
2.38,1.07,2.48,1.21,2.61,245.79,2.76,243.92,2.83,2.87
1.7,1.51,1.75,1.65,2.27,228.35,2.41,226.64,2.47,2.51
1.44,1.8,1.44,1.92,2.3,218.68,2.4,216.82,2.44,2.47
1.41,1.82,1.44,1.96,2.3,217.75,2.43,216.19,2.49,2.53
2.39,0.01,2.59,0.2,2.39,269.77,2.6,265.64,2.69,2.75
-1.62,-0.01,-1.53,-0.15,1.62,89.67,1.54,84.33,1.5,1.48
-2.67,-0.26,-2.75,-0.4,2.68,84.45,2.78,81.67,2.82,2.85
-6.76,-0.51,-7.94,-0.74,6.77,85.69,7.98,84.66,8.52,8.87
-7.18,0.26,-8.32,0.31,7.19,92.07,8.32,92.15,8.84,9.16
