u50,v50,u100,v100,r50,d50,r100,d100,r_log,r_lin
6.09,-2.29,6.67,-2.52,6.51,290.65,7.13,290.71,6.93,6.88
6.94,-2.14,7.65,-2.33,7.26,287.1,8.0,286.97,7.76,7.7
7.04,-1.73,7.77,-1.85,7.25,283.79,7.99,283.42,7.75,7.69
7.07,-1.07,7.77,-1.12,7.15,278.59,7.86,278.23,7.63,7.57
6.34,-0.03,6.98,-0.0,6.34,270.26,6.98,270.0,6.78,6.73
5.71,1.01,6.25,1.15,5.8,260.02,6.36,259.61,6.18,6.14
4.74,1.82,5.17,2.06,5.08,248.97,5.57,248.23,5.41,5.37
3.71,1.51,4.02,1.71,4.0,247.84,4.37,246.97,4.25,4.22
-6.45,5.57,-7.38,6.34,8.52,130.84,9.73,130.65,9.34,9.24
-7.8,5.67,-8.96,6.63,9.65,125.99,11.15,126.49,10.67,10.55
-7.02,5.07,-8.24,6.05,8.66,125.85,10.22,126.29,9.72,9.6
-6.36,4.61,-7.51,5.61,7.85,125.91,9.37,126.77,8.88,8.76
-5.99,3.69,-7.22,4.65,7.03,121.66,8.59,122.81,8.09,7.96
-5.3,3.6,-6.53,4.59,6.41,124.2,7.98,125.11,7.47,7.35
-4.74,3.48,-6.01,4.46,5.87,126.27,7.49,126.62,6.97,6.84
-4.36,2.47,-5.63,3.4,5.01,119.52,6.58,121.13,6.08,5.95
-3.67,1.37,-4.9,2.24,3.92,110.5,5.39,114.5,4.92,4.8
-3.3,0.84,-4.59,1.59,3.41,104.26,4.86,109.08,4.39,4.28
-2.93,0.74,-4.26,1.23,3.02,104.14,4.43,106.14,3.98,3.87
-2.42,0.86,-3.7,1.04,2.57,109.48,3.84,105.75,3.43,3.33
-2.81,0.93,-4.2,1.17,2.96,108.23,4.36,105.54,3.91,3.8
-3.46,0.25,-4.26,0.21,3.47,94.13,4.26,92.8,4.01,3.95
-3.61,-1.7,-3.75,-1.94,3.99,64.79,4.22,62.66,4.15,4.13
-2.41,-2.64,-2.54,-2.94,3.58,42.43,3.89,40.86,3.79,3.76
-1.06,-2.79,-1.06,-3.06,2.99,20.82,3.24,19.13,3.16,3.14
-0.03,-3.01,0.04,-3.21,3.01,0.54,3.21,359.25,3.15,3.13
1.01,-2.64,1.15,-2.83,2.82,339.12,3.06,337.97,2.98,2.96
-0.09,-2.29,-0.02,-2.46,2.29,2.28,2.46,0.48,2.41,2.39
-0.44,-1.35,-0.44,-1.44,1.42,17.94,1.5,16.93,1.48,1.47
-2.73,-1.32,-2.85,-1.38,3.03,64.21,3.17,64.28,3.12,3.11
-5.34,-2.36,-5.84,-2.63,5.84,66.18,6.4,65.77,6.22,6.17
-6.69,-1.95,-7.36,-2.23,6.97,73.77,7.69,73.13,7.46,7.4
-7.67,-2.36,-8.65,-2.77,8.03,72.89,9.08,72.23,8.74,8.66
-5.82,-2.99,-6.71,-3.54,6.55,62.79,7.59,62.16,7.26,7.17
-5.42,-2.02,-6.42,-2.67,5.78,69.54,6.96,67.42,6.58,6.49
-4.73,-1.68,-5.74,-2.49,5.02,70.44,6.25,66.57,5.85,5.76
-3.54,-1.59,-4.4,-2.61,3.88,65.73,5.12,59.31,4.72,4.62
-2.25,-1.32,-3.05,-2.36,2.61,59.71,3.85,52.22,3.45,3.36
-1.43,-0.97,-2.07,-1.94,1.73,55.86,2.84,46.75,2.48,2.39
-0.74,-0.54,-1.19,-1.53,0.91,53.9,1.94,37.93,1.61,1.53
-0.81,-1.01,-1.32,-1.94,1.29,38.6,2.35,34.09,2.01,1.92
-0.74,-1.29,-1.25,-2.3,1.49,29.88,2.62,28.6,2.25,2.17
-0.86,-1.34,-1.25,-2.05,1.59,32.62,2.4,31.47,2.14,2.08
-0.6,-2.11,-0.62,-2.52,2.2,15.76,2.6,13.91,2.47,2.44
0.35,-2.02,0.38,-2.36,2.05,350.25,2.39,350.96,2.28,2.25
1.51,-1.7,1.6,-2.02,2.27,318.45,2.58,321.58,2.48,2.46
2.04,-0.82,2.27,-1.04,2.2,291.8,2.5,294.67,2.4,2.38
3.61,-1.07,3.92,-1.31,3.76,286.57,4.13,288.54,4.01,3.99
5.15,-2.29,5.59,-2.56,5.64,294.03,6.15,294.66,5.98,5.94
4.9,-2.64,5.29,-2.92,5.56,298.29,6.04,298.87,5.89,5.85
4.18,-2.89,4.54,-3.23,5.08,304.7,5.58,305.42,5.42,5.38
3.83,-3.61,4.13,-3.98,5.26,313.34,5.73,313.97,5.58,5.55
3.33,-3.7,3.58,-4.04,4.98,318.05,5.4,318.45,5.27,5.23
2.04,-4.11,2.25,-4.48,4.59,333.62,5.01,333.32,4.88,4.85
1.44,-3.86,1.58,-4.23,4.12,339.52,4.52,339.47,4.39,4.36
1.48,-3.87,1.65,-4.34,4.14,339.1,4.64,339.2,4.48,4.44
0.57,-4.47,0.67,-5.11,4.51,352.76,5.15,352.56,4.94,4.89
-0.91,-3.76,-0.9,-4.65,3.87,13.6,4.74,10.9,4.46,4.39
-1.95,-6.29,-2.38,-8.07,6.59,17.25,8.42,16.41,7.83,7.69
-2.77,-6.35,-3.29,-7.95,6.93,23.58,8.6,22.52,8.06,7.93
-2.43,-6.44,-2.88,-8.01,6.88,20.64,8.51,19.76,7.99,7.86
-1.73,-5.93,-1.96,-7.45,6.18,16.27,7.7,14.74,7.21,7.09
-0.78,-5.72,-0.81,-7.34,5.77,7.81,7.39,6.31,6.87,6.74
0.51,-5.0,0.96,-6.59,5.02,354.16,6.66,351.7,6.14,6.01
1.62,-4.75,2.3,-6.22,5.02,341.18,6.63,339.73,6.11,5.98
2.56,-5.09,3.42,-6.72,5.7,333.31,7.54,333.01,6.95,6.8
3.6,-5.34,4.59,-7.01,6.44,326.03,8.38,326.79,7.76,7.61
4.13,-4.84,5.19,-6.36,6.36,319.48,8.22,320.78,7.62,7.47
4.64,-4.27,5.84,-5.61,6.31,312.62,8.1,313.86,7.52,7.38
5.09,-3.71,5.73,-4.29,6.31,306.09,7.16,306.84,6.89,6.82
7.01,-4.44,7.88,-5.04,8.3,302.31,9.36,302.63,9.02,8.93
8.55,-3.39,9.57,-3.82,9.2,291.64,10.3,291.74,9.95,9.86
9.4,-2.36,10.49,-2.58,9.69,284.08,10.8,283.85,10.44,10.35
7.98,-2.39,8.86,-2.58,8.33,286.64,9.23,286.26,8.94,8.87
7.54,-1.63,8.27,-1.69,7.71,282.2,8.44,281.53,8.21,8.15
5.9,-1.19,6.44,-1.25,6.02,281.43,6.56,280.98,6.39,6.34
3.77,0.1,4.17,0.17,3.77,268.54,4.17,267.7,4.04,4.01
2.23,-1.69,2.46,-1.79,2.8,307.18,3.04,306.08,2.97,2.95
1.42,0.47,1.65,0.5,1.5,251.63,1.72,253.11,1.65,1.63
-6.42,5.38,-7.3,6.09,8.37,129.97,9.5,129.84,9.14,9.05
-6.63,3.37,-7.36,3.84,7.44,116.92,8.3,117.53,8.02,7.95
-7.55,2.02,-8.44,2.44,7.81,104.95,8.79,106.12,8.47,8.4
-6.92,2.68,-7.8,3.19,7.42,111.18,8.42,112.25,8.1,8.02
-5.95,3.62,-6.8,4.32,6.96,121.36,8.05,122.42,7.7,7.62
-6.83,3.78,-7.94,4.59,7.8,118.99,9.17,120.01,8.73,8.63
-6.92,3.21,-8.03,3.92,7.63,114.9,8.93,116.04,8.52,8.41
