u50,v50,u100,v100,r50,d50,r100,d100,r_log,r_lin
-1.28,1.15,-1.31,1.19,1.72,132.06,1.77,132.14,1.78,1.78
-2.68,-1.62,-2.72,-1.72,3.13,58.88,3.22,57.62,3.23,3.24
-0.35,3.06,-0.24,2.99,3.08,173.54,3.0,175.34,2.99,2.98
-3.8,1.59,-3.94,1.59,4.12,112.71,4.25,112.0,4.27,4.28
-4.45,2.18,-4.69,2.25,4.96,116.1,5.2,115.61,5.25,5.27
-2.81,2.69,-2.91,2.69,3.89,133.76,3.96,132.73,3.97,3.98
-2.58,3.87,-2.72,3.9,4.65,146.25,4.76,145.11,4.78,4.79
-3.24,3.62,-3.44,3.69,4.86,138.18,5.05,136.96,5.08,5.1
-3.11,3.65,-3.39,3.75,4.8,139.52,5.05,137.91,5.1,5.13
-3.98,3.27,-4.46,3.51,5.15,129.4,5.67,128.2,5.77,5.82
-6.94,2.95,-8.14,3.23,7.54,113.05,8.76,111.63,8.98,9.1
-8.81,1.22,-10.21,1.28,8.89,97.86,10.29,97.17,10.56,10.69
-8.59,-0.09,-9.96,-0.26,8.6,89.39,9.97,88.49,10.23,10.35
-7.66,0.19,-9.06,-0.01,7.66,91.45,9.06,89.92,9.33,9.45
-7.56,-0.12,-9.0,-0.39,7.56,89.1,9.01,87.5,9.28,9.41
-7.78,0.44,-9.25,0.3,7.79,93.22,9.26,91.86,9.54,9.67
-7.31,-0.55,-8.82,-0.89,7.33,85.69,8.86,84.22,9.15,9.29
-6.34,-0.67,-7.95,-1.39,6.37,83.97,8.07,80.08,8.39,8.54
-6.59,-3.48,-7.65,-5.22,7.45,62.19,9.26,55.68,9.6,9.77
-3.9,-6.84,-4.42,-9.24,7.88,29.69,10.24,25.54,10.69,10.9
-1.95,-7.75,-2.26,-10.07,7.99,14.16,10.33,12.65,10.77,10.98
-1.58,-4.59,-1.79,-6.33,4.85,19.05,6.58,15.78,6.91,7.07
-1.31,-8.04,-1.41,-9.14,8.15,9.23,9.25,8.77,9.45,9.55
-0.63,-10.29,-0.59,-11.28,10.31,3.48,11.3,3.0,11.48,11.57
-0.16,-11.75,-0.09,-12.92,11.75,0.78,12.92,0.4,13.14,13.24
0.74,-12.32,0.92,-13.41,12.34,356.54,13.44,356.1,13.65,13.75
2.58,-11.66,2.89,-12.79,11.94,347.53,13.11,347.28,13.34,13.44
5.25,-9.21,5.77,-9.93,10.6,330.29,11.48,329.84,11.65,11.73
5.28,-7.37,5.83,-8.09,9.07,324.36,9.97,324.21,10.14,10.22
5.19,-6.91,5.64,-7.49,8.64,323.07,9.37,323.03,9.51,9.58
4.23,-6.5,4.71,-7.02,7.76,326.99,8.45,326.16,8.58,8.64
4.85,-6.69,5.43,-7.27,8.26,324.07,9.07,323.25,9.22,9.3
4.28,-5.27,5.0,-6.13,6.79,320.94,7.91,320.81,8.12,8.22
1.98,-4.37,2.49,-5.19,4.79,335.65,5.76,334.37,5.94,6.03
0.29,-4.21,0.94,-5.85,4.22,356.07,5.93,350.88,6.25,6.4
-2.19,-0.83,-2.08,-1.25,2.34,69.11,2.43,59.13,2.45,2.45
-5.05,1.56,-4.54,1.45,5.29,107.13,4.77,107.76,4.67,4.62
-4.49,-0.95,-5.99,-0.71,4.58,78.05,6.03,83.24,6.31,6.44
-1.61,-0.15,-2.15,-0.25,1.61,84.75,2.17,83.38,2.27,2.32
-1.9,-4.03,-0.63,-4.44,4.45,25.23,4.48,8.09,4.49,4.49
1.2,-4.68,2.6,-4.72,4.83,345.67,5.38,331.14,5.49,5.54
-0.22,-6.57,0.06,-7.66,6.57,1.89,7.66,359.58,7.87,7.97
-0.13,-11.31,-0.09,-14.05,11.31,0.63,14.05,0.37,14.57,14.82
-0.03,-13.7,0.03,-16.26,13.7,0.14,16.26,359.88,16.75,16.98
-1.81,-15.91,-1.87,-18.58,16.01,6.48,18.68,5.76,19.18,19.42
-1.43,-14.93,-1.47,-17.12,15.0,5.48,17.18,4.89,17.59,17.79
-0.37,-16.78,-0.31,-18.73,16.78,1.28,18.73,0.94,19.1,19.27
0.12,-16.66,0.22,-18.41,16.66,359.59,18.41,359.31,18.74,18.9
0.81,-16.23,0.94,-17.87,16.25,357.16,17.9,356.98,18.21,18.36
1.93,-15.67,2.13,-17.18,15.79,353.0,17.31,352.93,17.6,17.74
3.79,-14.68,4.2,-15.98,15.16,345.53,16.52,345.28,16.78,16.9
5.13,-13.59,5.68,-14.85,14.52,339.32,15.9,339.08,16.16,16.29
5.9,-12.44,6.62,-13.74,13.77,334.61,15.25,334.27,15.53,15.66
7.04,-8.65,8.24,-10.16,11.15,320.87,13.08,320.96,13.44,13.62
10.38,2.22,11.51,2.11,10.61,257.95,11.7,259.6,11.91,12.0
2.64,7.29,2.88,8.25,7.76,199.91,8.74,199.25,8.93,9.02
1.49,7.42,1.49,8.48,7.57,191.39,8.61,189.99,8.81,8.9
1.58,7.91,1.72,9.14,8.06,191.33,9.3,190.67,9.53,9.65
-0.61,4.25,-0.92,5.69,4.3,171.8,5.77,170.8,6.04,6.18
-4.31,0.41,-5.09,1.16,4.32,95.42,5.22,102.85,5.39,5.48
-3.66,1.18,-5.2,1.32,3.84,107.91,5.36,104.23,5.65,5.79
-1.46,2.32,-2.55,2.56,2.74,147.87,3.62,135.09,3.78,3.86
-0.74,2.74,-1.94,2.7,2.84,164.93,3.33,144.4,3.42,3.46
6.38,6.5,7.75,8.07,9.11,224.47,11.19,223.82,11.58,11.77
5.08,5.83,5.97,6.92,7.73,221.1,9.14,220.79,9.41,9.54
5.68,6.32,6.47,7.42,8.5,221.94,9.84,221.09,10.09,10.22
4.1,5.45,4.78,6.48,6.82,216.91,8.05,216.42,8.29,8.4
3.54,6.77,4.02,7.72,7.64,207.61,8.71,207.48,8.91,9.01
1.99,6.11,2.26,7.04,6.43,198.02,7.39,197.82,7.57,7.66
1.61,7.15,1.82,7.84,7.33,192.71,8.04,193.06,8.18,8.24
0.84,6.97,0.94,7.52,7.02,186.88,7.58,187.15,7.68,7.73
-0.0,6.75,-0.0,7.23,6.75,180.0,7.23,180.0,7.32,7.37
-0.93,6.23,-1.0,6.64,6.3,171.49,6.71,171.43,6.79,6.83
-1.28,5.82,-1.38,6.17,5.96,167.62,6.32,167.37,6.39,6.42
-1.71,5.76,-1.85,6.1,6.01,163.47,6.38,163.16,6.45,6.48
-2.96,5.17,-3.13,5.44,5.96,150.21,6.28,150.09,6.34,6.37
-2.93,4.98,-3.13,5.26,5.78,149.58,6.12,149.22,6.18,6.21
-2.8,4.45,-3.01,4.69,5.26,147.84,5.57,147.36,5.63,5.66
-2.58,4.74,-2.76,4.94,5.4,151.39,5.66,150.86,5.71,5.73
-3.43,4.98,-3.67,5.26,6.05,145.49,6.41,145.11,6.48,6.51
-3.95,5.07,-4.23,5.38,6.43,142.07,6.84,141.84,6.92,6.96
-3.85,5.78,-4.43,6.3,6.95,146.38,7.7,144.89,7.84,7.91
-7.1,2.68,-8.16,2.81,7.59,110.65,8.63,109.01,8.83,8.92
-6.82,3.45,-8.01,3.86,7.64,116.83,8.89,115.71,9.13,9.25
-5.7,3.6,-6.73,4.05,6.75,122.27,7.85,121.02,8.06,8.16
-5.23,3.57,-6.36,4.11,6.33,124.29,7.58,122.9,7.81,7.92
-5.11,3.29,-6.3,3.77,6.07,122.79,7.34,120.87,7.59,7.7
-4.91,2.57,-6.21,2.98,5.55,117.64,6.89,115.65,7.15,7.27
-4.69,2.51,-6.09,2.92,5.32,118.15,6.76,115.61,7.03,7.16
-4.6,2.69,-6.0,3.21,5.33,120.34,6.81,118.1,7.09,7.22
-5.03,2.57,-6.57,3.05,5.65,117.08,7.25,114.91,7.55,7.69
-5.22,2.6,-6.83,3.08,5.83,116.49,7.49,114.28,7.81,7.96
-4.48,3.14,-5.89,3.65,5.47,124.98,6.92,121.8,7.2,7.33
-6.87,2.27,-7.66,2.44,7.23,108.31,8.04,107.7,8.19,8.26
-5.6,4.23,-6.11,4.54,7.02,127.1,7.61,126.62,7.72,7.78
-5.75,4.08,-6.23,4.35,7.05,125.33,7.6,124.92,7.71,7.76
-5.17,4.67,-5.51,4.94,6.97,132.09,7.4,131.89,7.49,7.53
-4.57,4.36,-4.95,4.63,6.32,133.62,6.78,133.1,6.87,6.91
-5.04,3.27,-5.39,3.44,6.01,122.97,6.39,122.59,6.47,6.5
-4.11,3.83,-4.35,3.97,5.62,132.99,5.89,132.38,5.94,5.97
-3.86,3.68,-4.07,3.85,5.33,133.58,5.6,133.4,5.65,5.67
-3.58,3.99,-3.72,4.16,5.36,138.05,5.58,138.18,5.62,5.64
-3.96,3.65,-4.1,3.78,5.38,132.65,5.58,132.73,5.61,5.63
-4.43,3.36,-4.63,3.57,5.56,127.23,5.85,127.62,5.9,5.93
-5.54,2.93,-5.82,3.13,6.27,117.82,6.61,118.29,6.67,6.7
-5.86,3.11,-6.65,3.32,6.64,117.97,7.43,116.52,7.58,7.65
-8.11,4.82,-9.1,5.33,9.43,120.72,10.55,120.36,10.76,10.86
-8.19,4.07,-9.42,4.58,9.15,116.41,10.48,115.92,10.73,10.85
-7.5,3.54,-8.74,3.98,8.3,115.25,9.6,114.51,9.85,9.97
-6.63,3.01,-7.96,3.46,7.28,114.43,8.68,113.46,8.95,9.07
-5.91,2.82,-7.25,3.27,6.55,115.52,7.95,114.27,8.22,8.34
-5.13,2.61,-6.44,2.98,5.76,116.92,7.09,114.87,7.35,7.47
-4.2,2.29,-5.46,2.64,4.78,118.67,6.07,115.76,6.31,6.43
-3.98,2.08,-5.31,2.39,4.49,117.61,5.82,114.2,6.08,6.2
-3.82,1.95,-5.23,2.16,4.29,117.08,5.65,112.45,5.91,6.04
-3.92,1.55,-5.15,1.76,4.21,111.59,5.44,108.82,5.67,5.79
-3.09,0.44,-4.15,0.44,3.12,98.06,4.17,96.02,4.37,4.47
-4.23,1.0,-5.01,0.93,4.34,103.31,5.1,100.52,5.24,5.31
-4.97,1.9,-5.52,1.9,5.32,110.95,5.84,109.03,5.93,5.98
-4.76,2.33,-5.1,2.44,5.3,116.13,5.66,115.53,5.72,5.75
-4.79,2.37,-5.14,2.47,5.35,116.29,5.7,115.7,5.77,5.8
-4.08,1.68,-4.32,1.72,4.41,112.4,4.65,111.67,4.69,4.71
-3.05,1.44,-3.22,1.44,3.37,115.23,3.53,114.05,3.56,3.57
-1.5,2.31,-1.5,2.31,2.76,147.03,2.76,147.03,2.76,2.76
-1.0,2.65,-1.0,2.69,2.84,159.35,2.87,159.59,2.87,2.88
-1.06,3.03,-1.06,3.06,3.21,160.67,3.24,160.87,3.25,3.25
-1.37,3.49,-1.37,3.56,3.75,158.52,3.82,158.9,3.83,3.84
-2.74,3.65,-2.81,3.75,4.56,143.05,4.69,143.13,4.71,4.72
-7.35,3.15,-7.72,3.28,7.99,113.19,8.39,113.04,8.47,8.5
-8.36,3.33,-9.18,3.57,9.0,111.71,9.85,111.24,10.01,10.09
-9.01,3.27,-10.07,3.51,9.58,109.93,10.66,109.2,10.87,10.97
-8.5,2.45,-9.8,2.69,8.85,106.11,10.16,105.37,10.41,10.53
-7.69,1.65,-8.89,1.82,7.87,102.09,9.07,101.56,9.3,9.41
-6.44,0.62,-7.84,0.69,6.47,95.49,7.87,95.01,8.14,8.27
-6.03,-0.43,-7.54,-0.57,6.05,85.91,7.56,85.69,7.85,7.98
-5.47,-0.89,-7.08,-1.23,5.54,80.74,7.19,80.11,7.5,7.65
