u50,v50,u100,v100,r50,d50,r100,d100,r_log,r_lin
-1.81,5.17,-1.91,5.37,5.47,160.74,5.7,160.45,5.63,5.61
-1.56,5.66,-1.66,6.0,5.87,164.63,6.23,164.56,6.11,6.08
-1.12,6.53,-1.22,6.95,6.63,170.29,7.05,170.03,6.92,6.88
0.1,6.76,0.06,7.07,6.76,180.83,7.07,180.51,6.97,6.94
0.31,7.76,0.28,8.1,7.76,182.31,8.1,181.97,7.99,7.97
0.75,8.81,0.72,9.26,8.84,184.86,9.29,184.43,9.14,9.11
0.99,9.21,1.06,9.73,9.27,186.15,9.79,186.23,9.62,9.58
0.84,10.01,0.87,10.67,10.05,184.8,10.7,184.69,10.49,10.44
-0.03,10.78,-0.13,11.64,10.78,179.85,11.64,179.36,11.37,11.3
-1.27,11.23,-1.51,12.4,11.3,173.55,12.49,173.06,12.11,12.02
-0.65,10.13,-0.88,11.67,10.15,176.35,11.7,175.67,11.2,11.08
-0.9,9.93,-1.1,11.9,9.97,174.85,11.95,174.72,11.31,11.16
-1.67,8.81,-2.24,10.68,8.96,169.29,10.91,168.15,10.29,10.13
-2.59,8.09,-3.44,9.93,8.49,162.25,10.51,160.9,9.86,9.7
-2.96,7.87,-3.81,9.68,8.41,159.41,10.4,158.52,9.76,9.6
-3.12,6.94,-3.93,8.71,7.61,155.82,9.56,155.7,8.93,8.78
-3.67,6.22,-4.62,8.02,7.22,149.44,9.26,150.04,8.6,8.45
-3.6,4.64,-4.66,6.3,5.87,142.15,7.84,143.54,7.2,7.05
-3.4,3.36,-4.8,4.73,4.78,134.7,6.73,134.6,6.11,5.95
-2.71,2.36,-4.37,3.21,3.59,131.09,5.42,126.32,4.83,4.69
-2.55,2.98,-4.12,3.77,3.93,139.46,5.58,132.49,5.05,4.92
-1.8,3.52,-3.05,4.37,3.95,152.95,5.33,145.1,4.89,4.78
-2.35,3.55,-2.73,3.75,4.26,146.44,4.64,143.98,4.52,4.49
-3.92,3.31,-4.26,3.34,5.12,130.17,5.41,128.12,5.32,5.3
-4.23,2.96,-4.6,3.03,5.16,124.97,5.51,123.34,5.4,5.37
-3.73,2.87,-4.07,3.0,4.7,127.57,5.06,126.43,4.94,4.92
-3.02,3.11,-3.22,3.32,4.34,135.84,4.63,135.8,4.53,4.51
-1.62,6.04,-1.75,6.35,6.25,165.01,6.59,164.56,6.48,6.45
-1.68,6.6,-1.82,6.88,6.81,165.72,7.11,165.21,7.02,6.99
-1.03,6.6,-1.13,6.88,6.68,171.15,6.97,170.68,6.88,6.86
-0.59,6.29,-0.66,6.5,6.32,174.64,6.53,174.22,6.46,6.45
0.25,6.63,0.25,6.94,6.64,182.16,6.95,182.06,6.85,6.82
0.71,8.21,0.75,8.63,8.24,184.98,8.66,184.97,8.53,8.49
-0.33,8.89,-0.47,9.61,8.89,177.85,9.62,177.19,9.39,9.33
-0.83,9.04,-1.04,10.35,9.08,174.74,10.4,174.27,9.97,9.87
-1.89,8.75,-2.3,10.56,8.95,167.83,10.8,167.73,10.21,10.06
-2.29,7.75,-2.7,9.62,8.08,163.54,10.0,164.33,9.38,9.23
-2.62,7.04,-3.4,8.77,7.51,159.55,9.41,158.8,8.8,8.65
